1,Jonhot
1,Joston
1,Kolor
1,Korlar
1,Masdun
1,Stershan
1,Tassar
1,Termen

;TrollkinFemale
1,Brolas
1,Harthreen
1,Jata
1,Jennan
1,Jussika
1,Lassan
1,Masalass
1,Mossan
1,Niolor
1,Nosson
1,Olos
1,Rossan
1,Sollisa
1,Sossamon
1,Vasalor
1,Vatess
1,Vessos
1,Vialoss

;TrollkinSurname
1,[TrollkinActualSurname]
3,{Cap~[TrollkinWords][TrollkinWords2]}

;TrollkinActualSurname
1,Delleb
1,Dogalus
1,Gormas
1,Kavkalash
1,Lorgash
1,Lugosh
1,Toborg
1,Tumbrog
1,Hoagbarth

;!TrollkinWords
1,blood
1,boom
1,howler
1,doom
1,fire
1,good
1,bad
1,slaughter
1,surf
4,stone
1,mountain
1,fell

;TrollkinWords2
10,[TrollkinWords]
1,speaker
1,tongue
1,hammer
1,barth
1,born
1,hide
1,caller
1,bringer
1,biter
