48,Sonja
49,Stefka
50,Tahni
51,Tara
52,Tatyana
53,Vjera
54,Yelena
55,Zelmira
56,Zori

:KhadoranSurname
1-6,[KhadoranLastname]
7-11,[KhadoranMale]ovich
12-16,[KhadoranMale]yevich
17-19,[KhadoranFemale]ovna
20-21,[KhadoranFemale]evna

:KhadoranLastname
1,Abrosim
2,Adka
3,Agrimko
4,Aleksy
5,Aleshko
6,Antonidka
7,Babora
8,Belavdon
9,Berzhin
10,Blizbor
11,Bolovan
12,Borga
13,Csabor
14,Dementskov
15,Dvora
16,Durga
17,Faltin
18,Grishka
19,Grychkin
20,Gubin
21,Istori
22,Karakov
23,Koposin
24,Krasnovo
25,Kutsov
26,Ladislav
27,Lichko
28,Lovot
29,Louka
30,Lozar
31,Makara
32,Makarin
33,Makarov
34,Mikita
35,Mileshka
36,Mrovka
37,Nagorka
38,Nazarko
39,Neshka
40,Orlov
41,Osokin
42,Ostyvik
43,Padorin
44,Petrok
45,Petru
46,Raboshich
47,Rachlavsky
48,Radazar
49,Rostov
50,Starov
51,Stasvite
52,Szetka
53,Ushka
54,Tiudiaminov
55,Toshiana
56,Varnek
57,Venianminov
58,Vilimov
59,Vislovski
60,Zavor
61,Zeitsev
62,Zhina
63,Zhivo

# -----------------------------------------------------------------------------------
# Llaelese

:LlaeleseMale
1, |LlaeleseName=[CygnaranMale]|
_{Replace~i,y,%LlaeleseName%}
_{Replace~e,y,%LlaeleseName%}

:LlaeleseFemale
1, |LlaeleseName=[CygnaranFemale]|
_{Replace~i,y,%LlaeleseName%}
_{Replace~e,y,%LlaeleseName%}

:LlaeleseSurname
1,Albyn
2,Alyr
3,Anthys
4,Badrigio
5,Boudewyn
6,Bracsio
7,Bralazzi
8,Bray
9,Chalerio
10,Claeys
11,Culpyn
12,Denys
13,Dimiani
14,Donaes
15,Dormio
16,Du
17,Dunlyfe
18,Dyvacci
19,Dyvarc
20,Elyse
21,Faryll
22,Feryse
23,Fiscani
24,Florys
25,Gervaes
26,Ghelyt
27,Gilfyn
28,Glaeys
29,Gossyn
30,Govaes
31,Granzio
32,Gustyn
33,Gylbert
34,Gyrart
35,Henryn
36,Hengys
37,Lamsyn
38,Laurenyns
39,Lowys
40,Lymos
41,Lynyse
42,Mancario
43,Martyn
44,Matys
45,Mirassi
46,Morosini
47,Moysarc
48,Niclaeys
49,Petrozzi
50,Polaro
51,Rimbaldi
52,Rovissi
53,Sanlyfe
54,Tadirir
55,Torys
56,Trivassi
57,Vandyse
58,Viadro
59,Viscario
60,Weyne
61,Wulfe
62,Wythsten
63,Yrnyse

# -----------------------------------------------------------------------------------
# Ordic 

:OrdicMale
1,Agnolo
2,Alvoro
3,Amador
4,Amario
5,Ambro
6,Andro
7,Avito
8,Bacar
9,Bartal
10,Barzal
11,Belchior
12,Bernal
13,Biagio
14,Caldini
15,Calefo
16,Damasco
17,Dego
18,Falchi
19,Faro
20,Fernam
21,Francar
22,Gaspar
23,Gazo
24,Gismondo
25,Gozca
26,Grigori
27,Jaspar
28,Laspar
29,Lavoro
30,Lionor
31,Lorio
32,Lupar
33,Malo
34,Manario
35,Maro
36,Mateo
37,Montador
38,Nando
39,Nicolo
40,Olivo
41,Ormano
42,Padri
43,Pascal
44,Piero
45,Rafaldo
46,Ranal
47,Rufio
48,Salvi
49,Sighieri
50,Stagiar
51,Vasco
52,Zachar

:OrdicFemale
1,Alda
2,Aldiana
3,Anastasi
4,Andrea
5,Badess
6,Biella
7,Branca
8,Carlutia
9,Consola
10,Creena
11,Danola
12,Dialta
13,Eliana
14,Favia
15,Felice
16,Fia
17,Gabriele
18,Giana
19,Giona
20,Giovanna
21,Gratia
22,Imelda
23,Isabel
24,Lena
25,Loriana
26,Lorita
27,Malatesta
28,Margia
29,Matea
30,Mirena
31,Nicola
32,Oliveta
33,Orabella
34,Rena
35,Rosa
36,Sandrea
37,Scarlata
38,Selanda
39,Simona
40,Stiata
41,Tadeo
42,Talia
43,Tareyja
44,Valori
45,Verona
46,Ranal
47,Rufio
48,Salvi
49,Sighieri
50,Stagiar
51,Vasco
52,Zachar

:OrdicSurname
1,Acorsi
2,Actavio
3,Avreu
4,Balduccio
5,Bandesco
6,Bateu
7,Begni
8,Belcari
9,Benzo
10,Bezerra
11,Borgho
12,Brancacci
13,Carvalo
14,Casini
15,Castra
16,Corazo
17,Cravo
18,Degrata
19,Duranti
20,Evora
21,Fariseu
22,Florio
23,Gaspar
24,Gateu
25,Ginori
26,Goncal
27,Graza
28,Guaspar
29,Labigio
30,Lasca
31,Lioni
32,Mascal
33,Masi
34,Mateu
35,Mazini
36,Nerini
37,Orafi
38,Osoyro
39,Ovalho
40,Pagani
41,Pelario
42,Pescar
43,Petri
44,Randasi
45,Regla
46,Rosado
47,Rubeu
48,Salo
49,Salvestro
50,Santoro
51,Scali
52,Scorgiani
53,Segalozo
54,Silva
55,Simtra
56,Solvo
57,Stario
58,Stradeu
59,Tavora
60,Tedesci
61,Telloso
62,Tieri
63,Torcail
64,Trovato
65,Ubaldo
66,Ulavari
67,Valoro
68,Varyo
69,Vascal
70,Vascalho
71,Versalo
72,Viteu
73,Zacharo
74,Zaspar
75,Zucco

# -----------------------------------------------------------------------------------
# Protectorate 

:ProtectorateMale
1,Abidin
2,Adil
3,Adira
4,Affendi
5,Aiman
6,Akhet
7,Akhun
8,Amir
9,Amon
10,Amran
11,Anazim
12,Anuar
13,Arshad
14,Arzu
15,Azlan
16,Azrul
17,Badan
18,Bahari
19,Baharudin
20,Bakara
21,Bakva
22,Banu
23,Bashah
24,Dahari
25,Djavak
26,Djokola
27,Durga
28,Eman
29,Faizal
30,Fakharuddin
31,Farhan
32,Fashran
33,Fazrul
34,Ghani
35,Goha
36,Gosaf
37,Haakim
38,Hadi
39,Hafizul
40,Harun
41,Hasnan
42,Huslan
43,Ihsan
44,Imran
45,Ishak
46,Iskandar
47,Izal
48,Jaafar
49,Juhari
50,Kamarul
51,Khalid
52,Khvas
53,Kutsna
54,Lasha
55,Makhari
56,Marlizam
57,Moastaf
58,Mustafa
59,Muzaffar
60,Naazim
61,Nahak
62,Najmudin
63,Nazri
64,Proha
65,Razak
66,Retek
67,Rosdan
68,Saadim
69,Sahrizan
70,Sahu
71,Saltuk
72,Shaharuddin
73,Shamsul
74,Shariman
75,Shazrin
76,Siva
77,Sulaiman
78,Syahrian
79,Taarek
80,Taha
81,Tajuddin
82,Tarmizi
83,Umar
84,Vasan
85,Vasu
86,Volka
87,Yahaja
88,Yusuf
89,Zadar
90,Zahrin
91,Zahrul
92,Zakari
93,Zaru
94,Zedrin

:ProtectorateFemale
1,Adelina
2,Adisa
3,Ami
4,Amira
5,Anisah
6,Aryani
7,Asmida
8,Aysha
9,Azara
10,Azlina
11,Bala
12,Berka
13,Chiora
14,Dalina
15,Dasima
16,Dedika
17,Dendara
18,Ezadura
19,Fareha
20,Fariza
21,Fatima
22,Gulisa
23,Hafizah
24,Hasha
25,Haslina
26,Imanina
27,Indra
28,Jamilah
29,Juvita
30,Katijah
31,Kheta
32,Kita
33,Laili
34,Lamara
35,Lamzira
36,Latifah
37,Lilja
38,Mahran
39,Maisa
40,Mariani
41,Maya
42,Mazlin
43,Mutiara
44,Nadira
45,Nazariah
46,Nurjahan
47,Nurshafira
48,Opra
49,Rahanah
50,Rahiza
51,Rana
52,Razmani
53,Reha
54,Rohani
55,Safrina
56,Saleha
57,Sanatha
58,Shafeera
59,Shalan
60,Shorena
61,Shuhada
62,Siti
63,Suriani
64,Tasara
65,Tiara
66,Tiesa
67,Uma
68,Usha
69,Voha
70,Yana
71,Yara
72,Yasmin
73,Yati
74,Yuzmin
75,Zahidah
76,Zahirah
77,Zakira
78,Zarina
79,Zuraina

:ProtectorateSurname
1,[ProtectorateSurname1][ProtectorateTribalName]

:ProtectorateSurname1
1,Ad
2,An
3,Anh
4,At
5,Bal
6,Bahl
7,Bahn
8,Behn
9,Das
10,Dur
11,Et
12,Eyn
13,Had
14,Has
15,Ja
16,Kahn
17,Kat
18,Kehn
19,Keht
20,La
21,Lahn
22,Ma
23,Maz
24,Naj
25,Naz
26,Rehn
27,Roh
28,Sa
29,Sahn
30,Sek
31,Sekh
32,Set
33,Sil
34,Tar
35,Tas
36,Ull
37,Uz
38,Veht
39,Yah
40,Yas
41,Yeht
42,Zah
43,Zhah

:ProtectorateTribalName
1,Bukhari
2,Foha
3,Madrah
4,Makha
5,Nazira
6,Okar
7,Raza
8,Silmani
9,Sohar
10,Yohada
11,Zahari
